Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi,đau đầu,buồn nôn,đau cơ,,,,,,,,,,
Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi,đau đầu,buồn nôn,tiêu chảy,đau cơ,,,,,,,,,
Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi,đau đầu,buồn nôn,tiêu chảy,đau cơ,,,,,,,,,
Sốt rét,nôn mửa,sốt cao,đổ mồ hôi,đau đầu,buồn nôn,tiêu chảy,đau cơ,,,,,,,,,,
Sốt rét,ớn lạnh,sốt cao,đổ mồ hôi,đau đầu,buồn nôn,tiêu chảy,đau cơ,,,,,,,,,,
Sốt rét,ớn lạnh,nôn mửa,đổ mồ hôi,đau đầu,buồn nôn,tiêu chảy,đau cơ,,,,,,,,,,
Sốt rét,ớn lạnh,nôn mửa,sốt cao,đau đầu,buồn nôn,tiêu chảy,đau cơ,,,,,,,,,,
Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi,buồn nôn,tiêu chảy,đau cơ,,,,,,,,,,
Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi,đau đầu,tiêu chảy,đau cơ,,,,,,,,,,
Sốt rét,ớn lạnh,nôn mửa,sốt cao,đổ mồ hôi,đau đầu,buồn nôn,đau cơ,,,,,,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,lờ đờ,sốt cao,đau đầu,chán ăn,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,
Thủy đậu,phát ban,mệt mỏi,lờ đờ,sốt cao,đau đầu,chán ăn,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,mệt mỏi,lờ đờ,sốt cao,đau đầu,chán ăn,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,phát ban,lờ đờ,sốt cao,đau đầu,chán ăn,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,sốt cao,đau đầu,chán ăn,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,lờ đờ,đau đầu,chán ăn,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,lờ đờ,sốt cao,chán ăn,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,lờ đờ,sốt cao,đau đầu,sốt nhẹ,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,lờ đờ,sốt cao,đau đầu,chán ăn,sưng hạch bạch huyết,khó chịu,đốm đỏ toàn thân,,,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,lờ đờ,sốt cao,đau đầu,chán ăn,sốt nhẹ,khó chịu,đốm đỏ toàn thân,,,,,,,
Sốt xuất huyết,phát ban,ớn lạnh,đau khớp,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,đau cơ,đốm đỏ toàn thân,,,,
Sốt xuất huyết,phát ban,ớn lạnh,đau khớp,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đốm đỏ toàn thân,,,,
Sốt xuất huyết,phát ban,ớn lạnh,đau khớp,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,,,,
Sốt xuất huyết,phát ban,ớn lạnh,đau khớp,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,đốm đỏ toàn thân,,,
Sốt xuất huyết,ớn lạnh,đau khớp,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,đốm đỏ toàn thân,,,,
Sốt xuất huyết,phát ban,đau khớp,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,đốm đỏ toàn thân,,,,
Sốt xuất huyết,phát ban,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,đốm đỏ toàn thân,,,,
Sốt xuất huyết,phát ban,ớn lạnh,đau khớp,mệt mỏi,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,đốm đỏ toàn thân,,,,
Sốt xuất huyết,phát ban,ớn lạnh,đau khớp,nôn mửa,sốt cao,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,đốm đỏ toàn thân,,,,
Sốt xuất huyết,phát ban,ớn lạnh,đau khớp,nôn mửa,mệt mỏi,đau đầu,buồn nôn,chán ăn,đau sau mắt,đau lưng,khó chịu,đau cơ,đốm đỏ toàn thân,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,buồn nôn,táo bón,đau bụng,tiêu chảy,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,táo bón,đau bụng,tiêu chảy,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,đau bụng,tiêu chảy,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,táo bón,tiêu chảy,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,táo bón,đau bụng,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,táo bón,đau bụng,tiêu chảy,đau bụng dưới,,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,táo bón,đau bụng,tiêu chảy,vẻ mặt nhiễm độc,,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,táo bón,đau bụng,tiêu chảy,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,
Sốt thương hàn,ớn lạnh,nôn mửa,mệt mỏi,sốt cao,đau đầu,buồn nôn,táo bón,đau bụng,tiêu chảy,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,
Sốt thương hàn,ớn lạnh,mệt mỏi,sốt cao,đau đầu,buồn nôn,táo bón,đau bụng,tiêu chảy,vẻ mặt nhiễm độc,đau bụng dưới,,,,,,,
hepatitis A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,
hepatitis A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,
hepatitis A,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
hepatitis A,đau khớp,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
hepatitis A,đau khớp,nôn mửa,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
hepatitis A,đau khớp,nôn mửa,vàng da,buồn nôn,chán ăn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
hepatitis A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
hepatitis A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,đau bụng,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
hepatitis A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,tiêu chảy,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
hepatitis A,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,sốt nhẹ,vàng mắt,đau cơ,,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,
Viêm gan B,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,nước tiểu sẫm màu,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,chán ăn,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,đau bụng,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,nước tiểu vàng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan B,ngứa,mệt mỏi,lờ đờ,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,vàng mắt,khó chịu,receiving blood transfusion,receiving unsterile injections,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,
Viêm gan C,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,vàng mắt,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,
Viêm gan C,mệt mỏi,vàng da,buồn nôn,chán ăn,vàng mắt,tiền sử gia đình,,,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,
Viêm gan D,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,buồn nôn,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,đau bụng,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,vàng mắt,,,,,,,,,
Viêm gan D,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,,,,,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,
Viêm gan E,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,sốt cao,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,vàng da,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,nước tiểu sẫm màu,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,buồn nôn,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan E,đau khớp,nôn mửa,mệt mỏi,sốt cao,vàng da,nước tiểu sẫm màu,chán ăn,đau bụng,vàng mắt,suy gan cấp tính,coma,stomach bleeding,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
Viêm gan do rượu,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,history of alcohol consumption,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,fluid overload,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,,,,,,,,,,,
Viêm gan do rượu,nôn mửa,vàng da,đau bụng,sưng bụng,distention of abdomen,history of alcohol consumption,fluid overload,,,,,,,,,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,
Lao phổi,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,mệt mỏi,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,giảm cân,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,sốt cao,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,khó thở,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,đổ mồ hôi,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Lao phổi,ớn lạnh,nôn mửa,mệt mỏi,giảm cân,ho,sốt cao,khó thở,chán ăn,sốt nhẹ,vàng mắt,sưng hạch bạch huyết,khó chịu,đờm,đau ngực,máu trong đờm,,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ
Cảm lạnh thông thường,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,ho,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,sốt cao,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,đau đầu,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,sưng hạch bạch huyết,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,khó chịu,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Cảm lạnh thông thường,hắt hơi liên tục,ớn lạnh,mệt mỏi,ho,sốt cao,đau đầu,sưng hạch bạch huyết,đờm,kích ứng họng,đỏ mắt,áp lực xoang,sổ mũi,nghẹt mũi,đau ngực,mất khứu giác,đau cơ,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,
Viêm phổi,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,ho,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,sốt cao,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,khó thở,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,đổ mồ hôi,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,khó chịu,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Viêm phổi,ớn lạnh,mệt mỏi,ho,sốt cao,khó thở,đổ mồ hôi,đờm,đau ngực,nhịp tim nhanh,đờm rỉ sắt,,,,,,,
Bệnh trĩ,táo bón,đau khi đi tiêu,đau hậu môn,phân có máu,kích ứng hậu môn,,,,,,,,,,,,
